5	7	1	1	14096.0
4	7	1	1	12178.0
3	7	1	1	11963.0
2	7	1	1	12503.0
1	7	1	1	12708.0
7	7	0	0	15998.0
6	7	0	0	8958.0
5	7	0	0	11711.0
4	7	0	0	11283.0
3	7	0	0	11050.0
2	7	0	0	11729.0
1	7	0	0	11728.0
7	7	0	0	17075.0
6	7	0	0	10146.0
5	7	1	0	12774.0
4	7	1	0	12933.0
3	7	1	0	12997.0
2	7	1	0	12364.0
1	7	1	0	12743.0
7	7	0	0	15585.0
6	7	0	0	9508.0
5	7	0	0	11539.0
4	7	0	0	11575.0
3	7	0	0	11528.0
2	7	0	0	11761.0
1	7	0	0	12812.0
7	7	0	0	17285.0
6	7	0	0	10512.0
5	7	1	0	13874.0
4	7	1	0	13902.0
3	7	1	0	13566.0
2	6	1	0	14709.0
1	6	1	0	14102.0
7	6	0	0	16923.0
6	6	0	0	9061.0
5	6	0	0	11271.0
4	6	0	0	12151.0
3	6	0	0	10821.0
2	6	0	0	12124.0
1	6	0	0	13192.0
7	6	0	0	17446.0
6	6	0	0	9130.0
5	6	1	0	14085.0
4	6	1	0	12992.0
3	6	1	0	13025.0
2	6	1	0	13727.0
1	6	1	0	14116.0
7	6	0	0	18535.0
6	6	0	0	9678.0
5	6	0	0	12418.0
4	6	0	0	13247.0
3	6	0	0	12185.0
2	6	0	0	11403.0
1	6	0	0	11924.0
7	6	0	0	17503.0
6	6	0	0	10270.0
5	6	1	0	14188.0
3	6	1	0	14349.0
2	6	1	0	13593.0
1	6	1	0	14110.0
7	5	0	0	16944.0
6	5	0	0	9875.0
5	5	0	0	13521.0
4	5	0	0	11251.0
3	5	0	0	11476.0
2	5	0	0	11880.0
7	5	0	0	20158.0
6	5	0	0	9558.0
5	5	1	0	12614.0
4	5	1	0	13713.0
3	5	1	0	12582.0
2	5	1	0	13537.0
1	5	1	0	14260.0
7	5	0	0	16197.0
6	5	0	0	8683.0
5	5	0	0	11939.0
3	5	0	0	13689.0
2	5	0	0	11761.0
1	5	0	0	12542.0
7	5	0	0	16556.0
6	5	0	0	9753.0
5	5	1	0	13397.0
4	5	1	0	12920.0
3	5	1	0	12874.0
2	5	1	0	11870.0
1	5	1	0	13999.0
7	5	0	0	19181.0
6	5	0	0	9783.0
4	4	1	0	17247.0
3	4	1	0	12874.0
2	4	1	0	13187.0
1	4	1	0	14519.0
7	4	0	0	15620.0
6	4	0	0	8725.0
5	4	0	0	12726.0
4	4	0	0	11533.0
3	4	0	0	10267.0
2	4	0	0	11687.0
1	4	0	0	12719.0
7	4	0	0	17080.0
6	4	0	0	10288.0
5	4	1	0	14634.0
4	4	1	0	13382.0
3	4	1	0	13128.0
2	4	1	0	13560.0
1	4	1	0	14146.0
7	4	0	0	16044.0
6	4	0	0	8288.0
5	4	0	1	11522.0
4	4	0	1	10510.0
3	4	0	1	10500.0
2	4	0	1	12238.0
7	4	0	1	15187.0
6	4	0	1	11283.0
4	4	1	1	17638.0
3	4	1	1	14379.0
2	3	1	1	15251.0
1	3	1	1	13435.0
7	3	0	0	16086.0
6	3	0	0	7918.0
5	3	0	0	13082.0
4	3	0	0	11046.0
3	3	0	0	10830.0
2	3	0	0	10439.0
1	3	0	0	11914.0
7	3	0	0	16021.0
6	3	0	0	8939.0
5	3	1	0	12897.0
4	3	1	0	12799.0
3	3	1	0	10132.0
2	3	1	0	12758.0
1	3	1	0	13856.0
7	3	0	0	19438.0
6	3	0	0	11257.0
5	3	0	0	12427.0
4	3	0	0	11966.0
3	3	0	0	12487.0
2	3	0	0	12217.0
1	3	0	0	12722.0
7	3	0	0	15988.0
6	3	0	0	8546.0
5	3	1	0	13062.0
4	3	1	0	11622.0
3	3	1	0	12305.0
2	3	1	0	13591.0
1	3	1	0	13744.0
7	3	0	0	17458.0
6	2	0	0	10113.0
5	2	0	0	13084.0
4	2	0	0	12482.0
3	2	0	0	10797.0
2	2	0	0	10907.0
1	2	0	0	13205.0
7	2	0	0	16205.0
6	2	0	0	7926.0
5	2	1	0	12270.0
4	2	1	0	12008.0
3	2	1	0	12659.0
2	2	1	0	14215.0
1	2	1	0	14756.0
7	2	0	0	18600.0
6	2	0	0	12452.0
5	2	0	0	14434.0
4	2	0	0	13146.0
3	2	0	0	12126.0
2	2	0	0	11764.0
1	2	0	0	11638.0
7	2	0	0	15175.0
6	2	0	0	8516.0
5	2	1	0	13166.0
4	2	1	0	13590.0
3	2	1	0	13279.0
2	2	1	0	14088.0
1	2	1	0	15215.0
7	2	0	0	15897.0
6	1	0	0	11720.0
5	1	1	0	14476.0
4	1	1	0	13459.0
3	1	1	0	12617.0
2	1	1	0	12805.0
1	1	1	0	12976.0
7	1	0	0	15394.0
6	1	0	0	8203.0
5	1	0	0	10725.0
4	1	0	0	10760.0
3	1	0	0	10203.0
2	1	0	0	10701.0
1	1	0	0	11393.0
7	1	0	0	18173.0
6	1	0	0	11063.0
5	1	1	0	15264.0
4	1	1	0	14824.0
3	1	1	0	13211.0
2	1	1	0	12986.0
1	1	1	0	12746.0
7	1	0	0	15462.0
6	1	0	0	8313.0
5	1	1	1	10457.0
4	1	1	1	10889.0
3	1	1	1	10144.0
2	1	1	1	11947.0
1	1	1	1	11462.0
7	1	0	1	14674.0
6	1	0	1	8368.0
5	1	0	1	9002.0
3	12	0	1	10485.0
2	12	0	1	11191.0
1	12	0	1	10678.0
7	12	0	1	14541.0
6	12	0	1	9305.0
3	12	0	1	9246.0
2	12	0	1	13434.0
1	12	0	1	11889.0
7	12	0	0	16709.0
6	12	0	0	9621.0
5	12	1	0	14773.0
4	12	1	0	13924.0
3	12	1	0	14436.0
2	12	1	0	13733.0
1	12	1	0	14653.0
7	12	0	0	17449.0
6	12	0	0	10213.0
5	12	0	0	12072.0
4	12	0	0	11686.0
3	12	0	0	11922.0
2	12	0	0	11340.0
1	12	0	0	12067.0
7	12	0	0	16522.0
6	12	0	0	9814.0
5	12	1	0	15059.0
4	12	1	0	14414.0
3	12	1	0	14719.0
2	12	1	0	13519.0
1	12	1	0	14281.0
7	11	0	0	17893.0
6	11	0	0	9837.0
5	11	1	0	14786.0
4	11	1	0	13232.0
3	11	1	0	12231.0
2	11	1	0	13120.0
1	11	1	0	13571.0
7	11	0	0	16298.0
6	11	0	0	8248.0
5	11	0	0	10857.0
4	11	0	0	10400.0
3	11	0	0	11099.0
2	11	0	0	12279.0
1	11	0	0	11691.0
7	11	0	0	16798.0
6	11	0	0	8497.0
5	11	1	0	12831.0
4	11	1	0	12641.0
3	11	1	0	12128.0
2	11	1	0	11643.0
1	11	1	0	12324.0
7	11	0	0	14313.0
6	11	0	0	8267.0
5	11	1	0	11284.0
4	11	1	0	10773.0
3	11	1	0	12802.0
2	11	1	0	12034.0
1	11	1	0	13592.0
7	11	0	0	15457.0
6	11	0	0	8829.0
5	10	0	1	11762.0
4	10	0	1	12183.0
3	10	0	1	11722.0
2	10	0	1	11334.0
1	10	0	1	11203.0
7	10	0	1	14163.0
6	10	0	1	9141.0
5	10	1	1	11093.0
4	10	1	1	11211.0
3	10	1	1	12738.0
2	10	1	1	12582.0
1	10	1	1	11656.0
7	10	0	0	14816.0
6	10	0	0	7739.0
5	10	0	0	11937.0
4	10	0	0	11097.0
3	10	0	0	9905.0
2	10	0	0	11231.0
1	10	0	0	11871.0
7	10	0	0	15554.0
6	10	0	0	9600.0
5	10	1	0	13510.0
4	10	1	0	13129.0
3	10	1	0	13708.0
2	10	1	0	13259.0
1	10	1	0	13051.0
7	10	0	0	16778.0
6	10	0	0	9884.0
4	10	1	0	13843.0
3	10	1	0	12404.0
2	9	1	0	13418.0
1	9	1	0	12707.0
7	9	0	0	15649.0
6	9	0	0	8611.0
5	9	0	0	12374.0
4	9	0	0	10407.0
3	9	0	0	10652.0
2	9	0	0	10651.0
1	9	0	0	11971.0
7	9	0	0	17140.0
6	9	0	0	10440.0
5	9	1	0	13388.0
4	9	1	0	11956.0
3	9	1	0	12481.0
2	9	1	0	12730.0
1	9	1	0	12640.0
7	9	0	0	17636.0
6	9	0	0	9042.0
5	9	0	0	11767.0
4	9	0	0	11047.0
3	9	0	0	10959.0
2	9	0	0	10983.0
1	9	0	0	11350.0
7	9	0	0	14962.0
6	9	0	0	8391.0
5	9	1	1	11217.0
4	9	1	1	11236.0
3	9	1	1	12031.0
2	9	1	1	11550.0
1	9	1	1	12480.0
7	8	0	1	14446.0
6	8	0	1	9986.0
5	8	0	1	11819.0
4	8	0	1	10287.0
3	8	0	1	10529.0
2	8	0	1	11290.0
1	8	0	1	10918.0
7	8	0	1	16075.0
6	8	0	1	8279.0
5	8	1	1	11108.0
4	8	1	1	11065.0
3	8	1	1	11682.0
2	8	1	1	12128.0
1	8	1	1	12577.0
7	8	0	1	16039.0
6	8	0	1	8235.0
5	8	0	1	12689.0
4	8	0	1	11283.0
3	8	0	1	11847.0
2	8	0	1	10890.0
1	8	0	1	11102.0
7	8	0	1	16019.0
6	8	0	1	8588.0
5	8	1	1	11607.0
4	8	1	1	11562.0
3	8	1	1	11777.0
2	8	1	1	11763.0
1	8	1	1	13009.0
7	8	0	1	17010.0
6	8	0	1	8261.0
5	8	1	1	12925.0
4	7	1	0	12390.0
3	7	1	1	11912.0
2	7	1	1	12091.0
1	7	1	1	12144.0
7	7	0	0	14950.0
6	7	0	0	8947.0
5	7	0	0	11773.0
4	7	0	0	10727.0
3	7	0	0	11320.0
2	7	0	0	11425.0
1	7	0	0	13078.0
7	7	0	0	16214.0
6	7	0	0	9875.0
5	7	1	0	13206.0
4	7	1	0	12264.0
3	7	1	0	12062.0
2	7	1	0	12482.0
1	7	1	0	11829.0
7	7	0	0	16217.0
6	7	0	0	8893.0
5	7	0	0	11831.0
4	7	0	0	11029.0
3	7	0	0	11963.0
2	7	0	0	12368.0
1	7	0	0	11442.0
7	7	0	0	15762.0
6	7	0	0	8877.0
5	7	1	0	12569.0
4	7	1	0	13048.0
3	7	1	0	12154.0
2	7	1	0	12530.0
1	6	1	0	13732.0
7	6	0	0	15320.0
6	6	0	0	8823.0
5	6	0	0	11681.0
4	6	0	0	10783.0
3	6	0	0	10949.0
2	6	0	0	10909.0
1	6	0	0	11122.0
7	6	0	0	13755.0
6	6	0	0	7948.0
5	6	1	0	11829.0
3	6	1	0	13023.0
2	6	1	0	11529.0
1	6	1	0	12028.0
7	6	0	0	15264.0
6	6	0	0	8298.0
5	6	0	0	10965.0
4	6	0	0	11279.0
3	6	0	0	11113.0
2	6	0	0	12790.0
7	6	0	0	17481.0
6	6	0	0	10181.0
5	6	1	0	13228.0
4	6	1	0	13104.0
3	6	1	0	12260.0
2	6	1	0	12629.0
1	6	1	0	13213.0
7	6	0	0	15321.0
6	5	0	0	8784.0
5	5	0	0	11309.0
3	5	0	0	12417.0
2	5	0	0	10782.0
1	5	0	0	11584.0
7	5	0	0	14883.0
6	5	0	0	8720.0
5	5	1	0	13327.0
4	5	1	0	13036.0
3	5	1	0	12057.0
2	5	1	0	12158.0
1	5	1	0	12580.0
7	5	0	0	14852.0
6	5	0	0	8054.0
5	5	0	0	12148.0
4	5	0	0	11200.0
3	5	0	0	10741.0
2	5	0	0	10958.0
1	5	0	0	11109.0
7	5	0	0	15737.0
6	5	0	0	9190.0
5	5	1	0	12964.0
4	5	1	0	12528.0
3	5	1	0	11716.0
2	5	1	0	12008.0
1	5	1	0	12122.0
7	5	0	0	16376.0
6	5	0	0	9872.0
